,FVMC_Rewards1,FVMC_noSteps1,FVMC_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
5445,-1,5,0,0.18,19.55,-0.64,0.18,19.55,-0.64
5446,-1,8,0,0.18,19.52,-0.64,0.18,19.52,-0.64
5447,-1,25,0,0.18,19.36,-0.64,0.18,19.36,-0.64
5448,1,23,1,0.19,19.44,-0.62,0.19,19.44,-0.62
5449,1,15,1,0.2,19.55,-0.6,0.2,19.55,-0.6
5450,-1,56,0,0.2,19.7,-0.6,0.2,19.7,-0.6
5451,-1,23,0,0.19,19.71,-0.62,0.19,19.71,-0.62
5452,-1,6,0,0.19,19.72,-0.62,0.19,19.72,-0.62
5453,-1,4,0,0.19,19.58,-0.62,0.19,19.58,-0.62
5454,-1,46,0,0.19,19.97,-0.62,0.19,19.97,-0.62
5455,1,10,1,0.19,19.74,-0.62,0.19,19.74,-0.62
5456,-1,95,0,0.18,20.46,-0.64,0.18,20.46,-0.64
5457,-1,12,0,0.18,20.48,-0.64,0.18,20.48,-0.64
5458,-1,19,0,0.18,20.46,-0.64,0.18,20.46,-0.64
5459,-1,18,0,0.17,20.55,-0.66,0.17,20.55,-0.66
5460,-1,45,0,0.17,20.77,-0.66,0.17,20.77,-0.66
5461,-1,2,0,0.17,20.35,-0.66,0.17,20.35,-0.66
5462,-1,77,0,0.17,21.04,-0.66,0.17,21.04,-0.66
5463,-1,23,0,0.16,21.16,-0.68,0.16,21.16,-0.68
5464,1,11,1,0.16,20.4,-0.68,0.16,20.4,-0.68
5465,1,14,1,0.17,20.41,-0.66,0.17,20.41,-0.66
5466,-1,12,0,0.17,20.23,-0.66,0.17,20.23,-0.66
5467,-1,9,0,0.16,20.2,-0.68,0.16,20.2,-0.68
5468,-1,74,0,0.15,20.19,-0.7,0.15,20.19,-0.7
5469,-1,12,0,0.15,19.99,-0.7,0.15,19.99,-0.7
5470,-1,26,0,0.15,20.07,-0.7,0.15,20.07,-0.7
5471,-1,18,0,0.15,20.12,-0.7,0.15,20.12,-0.7
5472,-1,76,0,0.15,20.08,-0.7,0.15,20.08,-0.7
5473,1,22,1,0.15,20.22,-0.7,0.15,20.22,-0.7
5474,1,35,1,0.16,20.13,-0.68,0.16,20.13,-0.68
5475,-1,1,0,0.16,20.03,-0.68,0.16,20.03,-0.68
5476,-1,50,0,0.16,20.4,-0.68,0.16,20.4,-0.68
