,QL with Constant Epsilon Overall_Accuracy,QL with Constant Epsilon Overall_Steps,QL with Constant Epsilon Overall_Reward
8605,0.94,5.34,0.88
8606,0.94,5.34,0.88
8607,0.94,5.34,0.88
8608,0.93,5.33,0.86
8609,0.93,5.33,0.86
8610,0.93,5.3,0.86
8611,0.93,5.3,0.86
8612,0.93,5.31,0.86
8613,0.93,5.32,0.86
8614,0.93,5.33,0.86
8615,0.93,5.33,0.86
8616,0.93,5.33,0.86
8617,0.93,5.31,0.86
8618,0.93,5.3,0.86
8619,0.93,5.31,0.86
8620,0.92,5.29,0.84
8621,0.92,5.31,0.84
8622,0.92,5.32,0.84
8623,0.92,5.32,0.84
8624,0.91,5.29,0.82
8625,0.91,5.29,0.82
8626,0.91,5.29,0.82
8627,0.91,5.27,0.82
8628,0.91,5.27,0.82
8629,0.91,5.26,0.82
8630,0.91,5.26,0.82
8631,0.91,5.27,0.82
8632,0.91,5.27,0.82
8633,0.91,5.27,0.82
8634,0.91,5.27,0.82
8635,0.91,5.29,0.82
8636,0.91,5.28,0.82
8637,0.91,5.28,0.82
8638,0.91,5.28,0.82
8639,0.92,5.29,0.84
8640,0.92,5.29,0.84
8641,0.92,5.27,0.84
8642,0.92,5.24,0.84
8643,0.92,5.24,0.84
8644,0.93,5.26,0.86
8645,0.93,5.22,0.86
8646,0.93,5.22,0.86
8647,0.93,5.22,0.86
8648,0.93,5.22,0.86
8649,0.93,5.22,0.86
8650,0.93,5.21,0.86
8651,0.93,5.19,0.86
8652,0.93,5.18,0.86
8653,0.93,5.17,0.86
8654,0.92,5.11,0.84
8655,0.92,5.1,0.84
8656,0.92,5.1,0.84
8657,0.91,5.07,0.82
8658,0.91,5.09,0.82
8659,0.92,5.13,0.84
8660,0.92,5.12,0.84
8661,0.92,5.12,0.84
8662,0.92,5.12,0.84
8663,0.92,5.16,0.84
8664,0.92,5.16,0.84
8665,0.93,5.19,0.86
8666,0.92,5.18,0.84
8667,0.92,5.16,0.84
8668,0.92,5.17,0.84
8669,0.91,5.16,0.82
8670,0.92,5.18,0.84
8671,0.92,5.2,0.84
8672,0.92,5.22,0.84
8673,0.92,5.22,0.84
8674,0.92,5.22,0.84
8675,0.92,5.22,0.84
8676,0.92,5.22,0.84
8677,0.92,5.22,0.84
8678,0.92,5.19,0.84
8679,0.92,5.18,0.84
8680,0.92,5.19,0.84
8681,0.92,5.19,0.84
8682,0.92,5.19,0.84
8683,0.92,5.19,0.84
8684,0.92,5.19,0.84
8685,0.92,5.19,0.84
8686,0.92,5.18,0.84
8687,0.92,5.18,0.84
8688,0.92,5.18,0.84
8689,0.92,5.18,0.84
8690,0.92,5.18,0.84
8691,0.92,5.18,0.84
8692,0.92,5.18,0.84
8693,0.91,5.18,0.82
8694,0.91,5.18,0.82
8695,0.91,5.17,0.82
8696,0.91,5.17,0.82
8697,0.91,5.17,0.82
8698,0.91,5.16,0.82
8699,0.91,5.15,0.82
8700,0.91,5.14,0.82
8701,0.91,5.14,0.82
8702,0.91,5.14,0.82
8703,0.91,5.14,0.82
8704,0.92,5.17,0.84
8705,0.92,5.17,0.84
8706,0.92,5.17,0.84
8707,0.92,5.19,0.84
8708,0.93,5.2,0.86
8709,0.93,5.2,0.86
8710,0.93,5.2,0.86
8711,0.93,5.2,0.86
8712,0.92,5.17,0.84
8713,0.92,5.16,0.84
8714,0.92,5.15,0.84
8715,0.92,5.15,0.84
8716,0.92,5.15,0.84
8717,0.92,5.15,0.84
8718,0.92,5.19,0.84
8719,0.92,5.18,0.84
8720,0.93,5.2,0.86
8721,0.93,5.18,0.86
8722,0.93,5.15,0.86
8723,0.93,5.15,0.86
8724,0.94,5.18,0.88
8725,0.94,5.19,0.88
8726,0.94,5.19,0.88
8727,0.94,5.19,0.88
8728,0.94,5.21,0.88
8729,0.94,5.21,0.88
8730,0.94,5.21,0.88
8731,0.94,5.2,0.88
8732,0.94,5.2,0.88
8733,0.94,5.23,0.88
8734,0.94,5.24,0.88
8735,0.94,5.26,0.88
8736,0.94,5.26,0.88
8737,0.94,5.26,0.88
8738,0.94,5.26,0.88
8739,0.94,5.26,0.88
8740,0.94,5.28,0.88
8741,0.94,5.31,0.88
8742,0.94,5.33,0.88
8743,0.93,5.3,0.86
8744,0.92,5.26,0.84
8745,0.92,5.26,0.84
8746,0.92,5.27,0.84
8747,0.92,5.27,0.84
8748,0.92,5.27,0.84
8749,0.92,5.27,0.84
8750,0.92,5.27,0.84
8751,0.92,5.27,0.84
8752,0.92,5.27,0.84
8753,0.92,5.27,0.84
8754,0.93,5.31,0.86
8755,0.93,5.31,0.86
8756,0.93,5.31,0.86
8757,0.94,5.35,0.88
8758,0.93,5.32,0.86
8759,0.93,5.33,0.86
8760,0.93,5.33,0.86
8761,0.93,5.35,0.86
8762,0.93,5.35,0.86
8763,0.93,5.31,0.86
8764,0.93,5.33,0.86
8765,0.93,5.3,0.86
8766,0.93,5.31,0.86
8767,0.93,5.31,0.86
8768,0.93,5.32,0.86
8769,0.94,5.33,0.88
8770,0.94,5.33,0.88
8771,0.94,5.31,0.88
8772,0.94,5.29,0.88
8773,0.94,5.29,0.88
8774,0.94,5.29,0.88
8775,0.94,5.29,0.88
8776,0.94,5.29,0.88
8777,0.94,5.29,0.88
8778,0.93,5.25,0.86
8779,0.93,5.25,0.86
8780,0.93,5.24,0.86
8781,0.93,5.24,0.86
8782,0.93,5.24,0.86
8783,0.93,5.25,0.86
8784,0.93,5.25,0.86
8785,0.93,5.27,0.86
8786,0.93,5.26,0.86
8787,0.93,5.26,0.86
8788,0.93,5.26,0.86
8789,0.93,5.26,0.86
8790,0.93,5.26,0.86
8791,0.92,5.25,0.84
8792,0.92,5.25,0.84
8793,0.93,5.25,0.86
8794,0.93,5.25,0.86
8795,0.93,5.24,0.86
8796,0.93,5.24,0.86
8797,0.93,5.24,0.86
8798,0.93,5.24,0.86
8799,0.93,5.24,0.86
8800,0.93,5.25,0.86
8801,0.93,5.25,0.86
8802,0.92,5.22,0.84
8803,0.92,5.23,0.84
8804,0.91,5.21,0.82
8805,0.91,5.21,0.82
8806,0.91,5.22,0.82
8807,0.91,5.2,0.82
8808,0.91,5.2,0.82
8809,0.91,5.2,0.82
8810,0.91,5.21,0.82
8811,0.91,5.21,0.82
8812,0.92,5.24,0.84
8813,0.92,5.24,0.84
8814,0.92,5.24,0.84
8815,0.92,5.24,0.84
8816,0.92,5.24,0.84
8817,0.92,5.24,0.84
8818,0.92,5.2,0.84
8819,0.92,5.22,0.84
8820,0.92,5.21,0.84
8821,0.92,5.21,0.84
8822,0.92,5.21,0.84
8823,0.92,5.21,0.84
8824,0.92,5.25,0.84
8825,0.91,5.23,0.82
8826,0.91,5.23,0.82
8827,0.9,5.19,0.8
8828,0.9,5.17,0.8
8829,0.9,5.18,0.8
8830,0.9,5.18,0.8
8831,0.9,5.18,0.8
8832,0.9,5.2,0.8
8833,0.9,5.17,0.8
8834,0.9,5.16,0.8
8835,0.9,5.12,0.8
8836,0.89,5.09,0.78
8837,0.89,5.13,0.78
8838,0.88,5.11,0.76
8839,0.87,5.1,0.74
8840,0.86,5.07,0.72
8841,0.86,5.04,0.72
8842,0.86,5.02,0.72
8843,0.87,5.05,0.74
8844,0.88,5.09,0.76
8845,0.88,5.09,0.76
8846,0.87,5.04,0.74
8847,0.87,5.06,0.74
8848,0.87,5.06,0.74
8849,0.87,5.06,0.74
8850,0.87,5.06,0.74
8851,0.87,5.06,0.74
8852,0.87,5.06,0.74
8853,0.87,5.06,0.74
8854,0.87,5.06,0.74
8855,0.87,5.11,0.74
8856,0.87,5.11,0.74
8857,0.87,5.1,0.74
8858,0.87,5.11,0.74
8859,0.87,5.09,0.74
8860,0.87,5.09,0.74
8861,0.87,5.07,0.74
8862,0.87,5.07,0.74
8863,0.87,5.08,0.74
8864,0.86,5.06,0.72
8865,0.86,5.09,0.72
8866,0.87,5.09,0.74
8867,0.86,5.06,0.72
8868,0.86,5.04,0.72
8869,0.86,5.04,0.72
8870,0.85,5.03,0.7
8871,0.85,5.04,0.7
8872,0.85,5.06,0.7
8873,0.85,5.08,0.7
8874,0.85,5.08,0.7
8875,0.85,5.08,0.7
8876,0.85,5.08,0.7
8877,0.85,5.08,0.7
8878,0.86,5.12,0.72
8879,0.86,5.12,0.72
8880,0.85,5.11,0.7
8881,0.85,5.11,0.7
8882,0.85,5.11,0.7
8883,0.85,5.1,0.7
8884,0.85,5.1,0.7
8885,0.85,5.11,0.7
8886,0.85,5.11,0.7
8887,0.84,5.08,0.68
8888,0.84,5.08,0.68
8889,0.84,5.11,0.68
8890,0.83,5.07,0.66
8891,0.84,5.08,0.68
8892,0.84,5.08,0.68
8893,0.84,5.12,0.68
8894,0.84,5.12,0.68
8895,0.84,5.12,0.68
8896,0.84,5.12,0.68
8897,0.84,5.12,0.68
8898,0.84,5.12,0.68
8899,0.84,5.12,0.68
8900,0.84,5.14,0.68
8901,0.84,5.14,0.68
8902,0.85,5.18,0.7
8903,0.85,5.17,0.7
8904,0.86,5.18,0.72
8905,0.86,5.18,0.72
8906,0.85,5.13,0.7
8907,0.85,5.13,0.7
8908,0.85,5.13,0.7
8909,0.85,5.13,0.7
8910,0.85,5.12,0.7
8911,0.85,5.12,0.7
8912,0.84,5.07,0.68
8913,0.84,5.11,0.68
8914,0.84,5.11,0.68
8915,0.84,5.12,0.68
8916,0.84,5.13,0.68
8917,0.84,5.14,0.68
8918,0.84,5.14,0.68
8919,0.84,5.13,0.68
8920,0.84,5.15,0.68
8921,0.84,5.16,0.68
8922,0.84,5.18,0.68
8923,0.84,5.18,0.68
8924,0.84,5.14,0.68
8925,0.85,5.15,0.7
8926,0.85,5.16,0.7
8927,0.85,5.16,0.7
8928,0.85,5.16,0.7
8929,0.85,5.15,0.7
8930,0.85,5.15,0.7
8931,0.85,5.15,0.7
8932,0.85,5.13,0.7
8933,0.85,5.13,0.7
8934,0.85,5.15,0.7
8935,0.85,5.15,0.7
8936,0.86,5.18,0.72
8937,0.86,5.16,0.72
8938,0.87,5.18,0.74
8939,0.88,5.19,0.76
8940,0.89,5.2,0.78
8941,0.89,5.2,0.78
8942,0.89,5.21,0.78
8943,0.89,5.21,0.78
8944,0.89,5.23,0.78
8945,0.89,5.23,0.78
8946,0.9,5.27,0.8
8947,0.9,5.25,0.8
8948,0.9,5.25,0.8
8949,0.9,5.25,0.8
8950,0.9,5.25,0.8
8951,0.9,5.25,0.8
8952,0.9,5.25,0.8
8953,0.89,5.23,0.78
8954,0.88,5.21,0.76
8955,0.88,5.16,0.76
8956,0.87,5.14,0.74
8957,0.87,5.14,0.74
8958,0.88,5.15,0.76
8959,0.88,5.15,0.76
8960,0.88,5.17,0.76
8961,0.88,5.17,0.76
8962,0.88,5.17,0.76
8963,0.88,5.17,0.76
8964,0.89,5.17,0.78
8965,0.89,5.14,0.78
8966,0.89,5.15,0.78
8967,0.9,5.18,0.8
8968,0.9,5.18,0.8
8969,0.9,5.18,0.8
8970,0.91,5.19,0.82
8971,0.91,5.18,0.82
8972,0.91,5.16,0.82
8973,0.91,5.14,0.82
8974,0.91,5.14,0.82
8975,0.91,5.14,0.82
8976,0.91,5.14,0.82
8977,0.9,5.13,0.8
8978,0.9,5.13,0.8
8979,0.9,5.13,0.8
8980,0.91,5.16,0.82
8981,0.91,5.16,0.82
8982,0.91,5.16,0.82
8983,0.91,5.16,0.82
8984,0.91,5.16,0.82
8985,0.9,5.1,0.8
8986,0.9,5.1,0.8
8987,0.9,5.13,0.8
8988,0.9,5.14,0.8
8989,0.9,5.11,0.8
8990,0.91,5.15,0.82
8991,0.9,5.14,0.8
8992,0.9,5.15,0.8
8993,0.9,5.13,0.8
8994,0.9,5.13,0.8
8995,0.9,5.13,0.8
8996,0.9,5.13,0.8
8997,0.9,5.13,0.8
8998,0.89,5.09,0.78
8999,0.89,5.1,0.78
9000,0.89,5.07,0.78
9001,0.88,5.04,0.76
9002,0.88,5.04,0.76
9003,0.88,5.04,0.76
9004,0.87,5.01,0.74
9005,0.86,5.01,0.72
9006,0.87,5.06,0.74
9007,0.87,5.08,0.74
9008,0.87,5.08,0.74
9009,0.87,5.08,0.74
9010,0.87,5.08,0.74
9011,0.86,5.07,0.72
9012,0.87,5.11,0.74
9013,0.87,5.09,0.74
9014,0.87,5.09,0.74
9015,0.87,5.08,0.74
9016,0.87,5.07,0.74
9017,0.87,5.06,0.74
9018,0.87,5.06,0.74
9019,0.87,5.06,0.74
9020,0.86,5,0.72
9021,0.86,4.99,0.72
9022,0.86,4.99,0.72
9023,0.86,4.99,0.72
9024,0.86,4.99,0.72
9025,0.86,4.99,0.72
9026,0.86,5.04,0.72
9027,0.87,5.08,0.74
9028,0.87,5.08,0.74
9029,0.87,5.1,0.74
9030,0.87,5.1,0.74
9031,0.87,5.1,0.74
9032,0.87,5.1,0.74
9033,0.87,5.1,0.74
9034,0.87,5.08,0.74
9035,0.87,5.1,0.74
9036,0.86,5.07,0.72
9037,0.85,5.02,0.7
9038,0.84,5.02,0.68
9039,0.84,5.03,0.68
9040,0.84,5.03,0.68
9041,0.84,5.05,0.68
9042,0.84,5.04,0.68
9043,0.84,5.04,0.68
9044,0.83,5,0.66
9045,0.83,5,0.66
9046,0.83,5,0.66
9047,0.83,5,0.66
9048,0.82,4.99,0.64
9049,0.82,5,0.64
9050,0.82,5.04,0.64
9051,0.82,5.04,0.64
9052,0.82,5.04,0.64
9053,0.83,5.06,0.66
9054,0.84,5.08,0.68
9055,0.83,5.07,0.66
9056,0.84,5.09,0.68
9057,0.84,5.09,0.68
9058,0.84,5.08,0.68
9059,0.84,5.09,0.68
9060,0.84,5.07,0.68
9061,0.84,5.07,0.68
9062,0.84,5.07,0.68
9063,0.84,5.06,0.68
9064,0.84,5.06,0.68
9065,0.84,5.06,0.68
9066,0.84,5.05,0.68
9067,0.84,5.05,0.68
9068,0.84,5.05,0.68
9069,0.84,5.05,0.68
9070,0.84,5.05,0.68
9071,0.84,5.05,0.68
9072,0.84,5.05,0.68
9073,0.84,5.05,0.68
9074,0.84,5.09,0.68
9075,0.84,5.09,0.68
9076,0.84,5.09,0.68
9077,0.85,5.1,0.7
9078,0.84,5.08,0.68
9079,0.84,5.08,0.68
9080,0.84,5.06,0.68
9081,0.83,5.03,0.66
9082,0.83,5.04,0.66
9083,0.83,5.04,0.66
9084,0.83,5.04,0.66
9085,0.84,5.07,0.68
9086,0.84,5.07,0.68
9087,0.85,5.08,0.7
9088,0.85,5.07,0.7
9089,0.85,5.08,0.7
9090,0.85,5.1,0.7
9091,0.86,5.11,0.72
9092,0.86,5.1,0.72
9093,0.85,5.04,0.7
9094,0.85,5.04,0.7
9095,0.85,5.04,0.7
9096,0.85,5.04,0.7
9097,0.85,5.04,0.7
9098,0.86,5.1,0.72
9099,0.86,5.09,0.72
9100,0.86,5.09,0.72
9101,0.87,5.14,0.74
9102,0.87,5.14,0.74
9103,0.87,5.14,0.74
9104,0.88,5.17,0.76
9105,0.89,5.17,0.78
9106,0.89,5.18,0.78
9107,0.89,5.2,0.78
9108,0.89,5.2,0.78
9109,0.89,5.2,0.78
9110,0.89,5.21,0.78
9111,0.9,5.22,0.8
9112,0.89,5.22,0.78
9113,0.89,5.2,0.78
9114,0.88,5.17,0.76
9115,0.88,5.19,0.76
9116,0.88,5.19,0.76
9117,0.88,5.19,0.76
9118,0.87,5.15,0.74
9119,0.87,5.14,0.74
9120,0.88,5.2,0.76
9121,0.88,5.2,0.76
9122,0.88,5.18,0.76
9123,0.88,5.18,0.76
9124,0.88,5.18,0.76
9125,0.88,5.18,0.76
9126,0.88,5.12,0.76
9127,0.88,5.12,0.76
9128,0.88,5.12,0.76
9129,0.88,5.12,0.76
9130,0.88,5.12,0.76
9131,0.88,5.13,0.76
9132,0.88,5.13,0.76
9133,0.88,5.13,0.76
9134,0.88,5.13,0.76
9135,0.88,5.11,0.76
9136,0.89,5.14,0.78
9137,0.9,5.17,0.8
9138,0.91,5.19,0.82
9139,0.91,5.18,0.82
9140,0.91,5.18,0.82
9141,0.91,5.2,0.82
9142,0.91,5.2,0.82
9143,0.91,5.22,0.82
9144,0.92,5.24,0.84
9145,0.92,5.24,0.84
9146,0.92,5.26,0.84
9147,0.91,5.22,0.82
9148,0.92,5.24,0.84
9149,0.92,5.23,0.84
9150,0.92,5.19,0.84
9151,0.92,5.2,0.84
9152,0.91,5.18,0.82
9153,0.91,5.19,0.82
9154,0.91,5.19,0.82
9155,0.92,5.2,0.84
9156,0.92,5.2,0.84
9157,0.92,5.22,0.84
9158,0.92,5.22,0.84
9159,0.92,5.21,0.84
9160,0.92,5.21,0.84
9161,0.92,5.21,0.84
9162,0.92,5.21,0.84
9163,0.91,5.22,0.82
9164,0.91,5.22,0.82
9165,0.91,5.22,0.82
9166,0.91,5.22,0.82
9167,0.91,5.22,0.82
9168,0.91,5.22,0.82
9169,0.9,5.23,0.8
9170,0.9,5.23,0.8
9171,0.9,5.23,0.8
9172,0.9,5.23,0.8
9173,0.9,5.23,0.8
9174,0.9,5.19,0.8
9175,0.9,5.19,0.8
9176,0.89,5.18,0.78
9177,0.89,5.18,0.78
9178,0.9,5.2,0.8
9179,0.9,5.2,0.8
9180,0.9,5.2,0.8
9181,0.91,5.27,0.82
9182,0.91,5.3,0.82
9183,0.91,5.3,0.82
9184,0.91,5.3,0.82
9185,0.91,5.3,0.82
9186,0.91,5.31,0.82
9187,0.91,5.3,0.82
9188,0.91,5.3,0.82
9189,0.91,5.29,0.82
9190,0.91,5.27,0.82
9191,0.91,5.27,0.82
9192,0.91,5.27,0.82
9193,0.92,5.31,0.84
9194,0.91,5.3,0.82
9195,0.91,5.3,0.82
9196,0.91,5.3,0.82
9197,0.91,5.32,0.82
9198,0.91,5.32,0.82
9199,0.91,5.32,0.82
9200,0.91,5.35,0.82
9201,0.91,5.33,0.82
9202,0.91,5.32,0.82
9203,0.91,5.33,0.82
9204,0.91,5.33,0.82
9205,0.91,5.33,0.82
9206,0.91,5.31,0.82
9207,0.91,5.28,0.82
9208,0.91,5.29,0.82
9209,0.9,5.29,0.8
9210,0.9,5.28,0.8
9211,0.9,5.3,0.8
9212,0.9,5.26,0.8
9213,0.9,5.26,0.8
9214,0.91,5.29,0.82
9215,0.9,5.26,0.8
9216,0.9,5.27,0.8
9217,0.9,5.27,0.8
9218,0.91,5.33,0.82
9219,0.91,5.33,0.82
9220,0.9,5.29,0.8
9221,0.9,5.29,0.8
9222,0.9,5.29,0.8
9223,0.9,5.29,0.8
9224,0.9,5.29,0.8
9225,0.9,5.29,0.8
9226,0.9,5.29,0.8
9227,0.9,5.3,0.8
9228,0.9,5.31,0.8
9229,0.9,5.29,0.8
9230,0.89,5.25,0.78
9231,0.88,5.23,0.76
9232,0.88,5.23,0.76
9233,0.88,5.25,0.76
9234,0.88,5.28,0.76
9235,0.88,5.29,0.76
9236,0.88,5.29,0.76
9237,0.88,5.29,0.76
9238,0.88,5.27,0.76
9239,0.88,5.27,0.76
9240,0.88,5.27,0.76
9241,0.88,5.28,0.76
9242,0.88,5.3,0.76
9243,0.88,5.31,0.76
9244,0.87,5.27,0.74
9245,0.87,5.28,0.74
9246,0.87,5.28,0.74
9247,0.88,5.32,0.76
9248,0.88,5.32,0.76
9249,0.87,5.29,0.74
9250,0.87,5.29,0.74
9251,0.87,5.28,0.74
9252,0.88,5.3,0.76
9253,0.88,5.29,0.76
9254,0.88,5.29,0.76
9255,0.87,5.25,0.74
9256,0.87,5.29,0.74
9257,0.87,5.27,0.74
9258,0.87,5.27,0.74
9259,0.87,5.29,0.74
9260,0.87,5.29,0.74
9261,0.87,5.3,0.74
9262,0.87,5.3,0.74
9263,0.88,5.29,0.76
9264,0.88,5.29,0.76
9265,0.88,5.29,0.76
9266,0.88,5.29,0.76
9267,0.87,5.28,0.74
9268,0.87,5.28,0.74
9269,0.88,5.27,0.76
9270,0.88,5.27,0.76
9271,0.88,5.27,0.76
9272,0.88,5.27,0.76
9273,0.88,5.27,0.76
9274,0.88,5.27,0.76
9275,0.88,5.27,0.76
9276,0.89,5.29,0.78
9277,0.89,5.3,0.78
9278,0.89,5.3,0.78
9279,0.89,5.3,0.78
9280,0.89,5.3,0.78
9281,0.89,5.26,0.78
9282,0.89,5.22,0.78
9283,0.89,5.22,0.78
9284,0.89,5.22,0.78
9285,0.89,5.22,0.78
9286,0.89,5.21,0.78
9287,0.88,5.2,0.76
9288,0.88,5.2,0.76
9289,0.88,5.22,0.76
9290,0.88,5.25,0.76
9291,0.88,5.26,0.76
9292,0.88,5.26,0.76
9293,0.88,5.26,0.76
9294,0.89,5.27,0.78
9295,0.89,5.27,0.78
9296,0.89,5.29,0.78
9297,0.89,5.27,0.78
9298,0.89,5.25,0.78
9299,0.89,5.25,0.78
9300,0.89,5.22,0.78
9301,0.89,5.22,0.78
9302,0.89,5.22,0.78
9303,0.89,5.21,0.78
9304,0.89,5.21,0.78
9305,0.89,5.21,0.78
9306,0.89,5.21,0.78
9307,0.89,5.2,0.78
9308,0.89,5.19,0.78
9309,0.9,5.19,0.8
9310,0.9,5.19,0.8
9311,0.9,5.18,0.8
9312,0.91,5.22,0.82
9313,0.9,5.19,0.8
9314,0.9,5.19,0.8
9315,0.91,5.2,0.82
9316,0.91,5.19,0.82
9317,0.91,5.21,0.82
9318,0.91,5.22,0.82
9319,0.91,5.24,0.82
9320,0.92,5.26,0.84
9321,0.92,5.26,0.84
9322,0.92,5.28,0.84
9323,0.92,5.28,0.84
9324,0.92,5.28,0.84
9325,0.92,5.28,0.84
9326,0.92,5.29,0.84
9327,0.91,5.25,0.82
9328,0.91,5.24,0.82
9329,0.91,5.24,0.82
9330,0.92,5.29,0.84
9331,0.93,5.3,0.86
9332,0.93,5.3,0.86
9333,0.93,5.29,0.86
9334,0.92,5.25,0.84
9335,0.92,5.24,0.84
9336,0.92,5.24,0.84
9337,0.92,5.24,0.84
9338,0.92,5.24,0.84
9339,0.92,5.24,0.84
9340,0.92,5.24,0.84
9341,0.92,5.19,0.84
9342,0.92,5.17,0.84
9343,0.92,5.14,0.84
9344,0.93,5.18,0.86
9345,0.93,5.17,0.86
9346,0.92,5.13,0.84
9347,0.92,5.13,0.84
9348,0.92,5.12,0.84
9349,0.93,5.15,0.86
9350,0.93,5.15,0.86
9351,0.93,5.16,0.86
9352,0.93,5.18,0.86
9353,0.93,5.19,0.86
9354,0.93,5.19,0.86
9355,0.94,5.23,0.88
9356,0.94,5.19,0.88
9357,0.94,5.19,0.88
9358,0.93,5.17,0.86
9359,0.93,5.17,0.86
9360,0.93,5.18,0.86
9361,0.93,5.18,0.86
9362,0.93,5.19,0.86
9363,0.93,5.19,0.86
9364,0.93,5.19,0.86
9365,0.93,5.19,0.86
9366,0.93,5.19,0.86
9367,0.94,5.22,0.88
9368,0.94,5.22,0.88
9369,0.94,5.22,0.88
9370,0.94,5.22,0.88
9371,0.94,5.23,0.88
9372,0.94,5.23,0.88
9373,0.94,5.23,0.88
9374,0.94,5.23,0.88
9375,0.94,5.23,0.88
9376,0.94,5.24,0.88
9377,0.94,5.23,0.88
9378,0.94,5.23,0.88
9379,0.94,5.26,0.88
9380,0.94,5.26,0.88
9381,0.93,5.25,0.86
9382,0.93,5.25,0.86
9383,0.93,5.25,0.86
9384,0.93,5.27,0.86
9385,0.93,5.27,0.86
9386,0.93,5.27,0.86
9387,0.94,5.28,0.88
9388,0.94,5.28,0.88
9389,0.94,5.28,0.88
9390,0.93,5.24,0.86
9391,0.93,5.24,0.86
9392,0.93,5.25,0.86
9393,0.93,5.25,0.86
9394,0.93,5.25,0.86
9395,0.93,5.27,0.86
9396,0.93,5.25,0.86
9397,0.93,5.25,0.86
9398,0.92,5.21,0.84
9399,0.92,5.21,0.84
9400,0.92,5.22,0.84
9401,0.92,5.22,0.84
9402,0.92,5.22,0.84
9403,0.92,5.23,0.84
9404,0.92,5.26,0.84
9405,0.92,5.26,0.84
9406,0.92,5.26,0.84
9407,0.91,5.23,0.82
9408,0.91,5.25,0.82
9409,0.9,5.23,0.8
9410,0.9,5.23,0.8
9411,0.9,5.22,0.8
9412,0.9,5.22,0.8
9413,0.91,5.25,0.82
9414,0.91,5.25,0.82
9415,0.91,5.25,0.82
9416,0.91,5.25,0.82
9417,0.91,5.23,0.82
9418,0.91,5.22,0.82
9419,0.9,5.19,0.8
9420,0.9,5.19,0.8
9421,0.9,5.19,0.8
9422,0.9,5.17,0.8
9423,0.9,5.17,0.8
9424,0.9,5.19,0.8
9425,0.9,5.19,0.8
9426,0.9,5.2,0.8
9427,0.91,5.24,0.82
9428,0.91,5.24,0.82
9429,0.91,5.24,0.82
9430,0.91,5.23,0.82
9431,0.91,5.24,0.82
9432,0.91,5.27,0.82
9433,0.91,5.26,0.82
9434,0.92,5.27,0.84
9435,0.92,5.29,0.84
9436,0.92,5.29,0.84
9437,0.92,5.29,0.84
9438,0.92,5.29,0.84
9439,0.92,5.29,0.84
9440,0.92,5.29,0.84
9441,0.91,5.25,0.82
9442,0.91,5.27,0.82
9443,0.91,5.27,0.82
9444,0.91,5.27,0.82
9445,0.91,5.3,0.82
9446,0.92,5.33,0.84
9447,0.92,5.33,0.84
9448,0.92,5.35,0.84
9449,0.92,5.36,0.84
9450,0.92,5.36,0.84
9451,0.92,5.35,0.84
9452,0.91,5.31,0.82
9453,0.91,5.3,0.82
9454,0.91,5.32,0.82
9455,0.91,5.32,0.82
9456,0.91,5.32,0.82
9457,0.91,5.34,0.82
9458,0.92,5.36,0.84
9459,0.92,5.34,0.84
9460,0.92,5.33,0.84
9461,0.92,5.32,0.84
9462,0.92,5.31,0.84
9463,0.92,5.32,0.84
9464,0.92,5.37,0.84
9465,0.92,5.37,0.84
9466,0.92,5.38,0.84
9467,0.92,5.36,0.84
9468,0.91,5.34,0.82
9469,0.91,5.36,0.82
9470,0.91,5.38,0.82
9471,0.91,5.37,0.82
9472,0.91,5.37,0.82
9473,0.91,5.37,0.82
9474,0.91,5.39,0.82
9475,0.91,5.39,0.82
9476,0.91,5.38,0.82
9477,0.91,5.38,0.82
9478,0.91,5.38,0.82
9479,0.91,5.35,0.82
9480,0.91,5.37,0.82
9481,0.92,5.38,0.84
9482,0.92,5.4,0.84
9483,0.92,5.42,0.84
9484,0.92,5.41,0.84
9485,0.92,5.41,0.84
9486,0.92,5.45,0.84
9487,0.92,5.45,0.84
9488,0.92,5.45,0.84
9489,0.92,5.45,0.84
9490,0.93,5.46,0.86
9491,0.93,5.45,0.86
9492,0.93,5.44,0.86
9493,0.93,5.46,0.86
9494,0.93,5.46,0.86
9495,0.93,5.45,0.86
9496,0.93,5.45,0.86
9497,0.93,5.45,0.86
9498,0.94,5.52,0.88
9499,0.94,5.52,0.88
9500,0.94,5.51,0.88
9501,0.94,5.51,0.88
9502,0.94,5.51,0.88
9503,0.94,5.5,0.88
9504,0.94,5.48,0.88
9505,0.94,5.48,0.88
9506,0.94,5.48,0.88
9507,0.95,5.51,0.9
9508,0.95,5.5,0.9
9509,0.96,5.52,0.92
9510,0.96,5.52,0.92
9511,0.96,5.52,0.92
9512,0.96,5.52,0.92
9513,0.96,5.52,0.92
9514,0.96,5.52,0.92
9515,0.96,5.54,0.92
9516,0.96,5.54,0.92
9517,0.96,5.54,0.92
9518,0.96,5.52,0.92
9519,0.97,5.54,0.94
9520,0.97,5.54,0.94
9521,0.97,5.56,0.94
9522,0.97,5.56,0.94
9523,0.96,5.52,0.92
9524,0.96,5.5,0.92
9525,0.96,5.53,0.92
9526,0.96,5.51,0.92
9527,0.96,5.5,0.92
9528,0.96,5.5,0.92
9529,0.95,5.47,0.9
9530,0.95,5.48,0.9
9531,0.95,5.47,0.9
9532,0.95,5.45,0.9
9533,0.95,5.46,0.9
9534,0.95,5.46,0.9
