,QL with Constant Epsilon Overall_Accuracy,QL with Constant Epsilon Overall_Steps,QL with Constant Epsilon Overall_Reward
7675,0.87,5.12,0.74
7676,0.86,5.1,0.72
7677,0.85,5.03,0.7
7678,0.85,5.03,0.7
7679,0.84,4.98,0.68
7680,0.84,4.98,0.68
7681,0.84,4.98,0.68
7682,0.83,4.97,0.66
7683,0.83,4.97,0.66
7684,0.83,4.97,0.66
7685,0.82,4.94,0.64
7686,0.83,4.96,0.66
7687,0.83,4.96,0.66
7688,0.83,4.95,0.66
7689,0.83,4.95,0.66
7690,0.83,4.95,0.66
7691,0.83,4.95,0.66
7692,0.83,4.94,0.66
7693,0.83,4.94,0.66
7694,0.83,4.93,0.66
7695,0.84,4.94,0.68
7696,0.84,4.94,0.68
7697,0.84,4.96,0.68
7698,0.84,4.99,0.68
7699,0.84,4.99,0.68
7700,0.84,4.98,0.68
7701,0.84,4.98,0.68
7702,0.84,5,0.68
7703,0.83,4.96,0.66
7704,0.83,4.96,0.66
7705,0.83,4.97,0.66
7706,0.83,4.96,0.66
7707,0.83,4.94,0.66
7708,0.83,4.94,0.66
7709,0.83,4.94,0.66
7710,0.83,4.91,0.66
7711,0.82,4.9,0.64
7712,0.81,4.86,0.62
7713,0.81,4.86,0.62
7714,0.81,4.86,0.62
7715,0.82,4.91,0.64
7716,0.82,4.91,0.64
7717,0.81,4.88,0.62
7718,0.81,4.89,0.62
7719,0.8,4.89,0.6
7720,0.8,4.87,0.6
7721,0.8,4.87,0.6
7722,0.81,4.89,0.62
7723,0.81,4.88,0.62
7724,0.81,4.88,0.62
7725,0.82,4.9,0.64
7726,0.82,4.9,0.64
7727,0.83,4.92,0.66
7728,0.83,4.92,0.66
7729,0.83,4.94,0.66
7730,0.83,4.94,0.66
7731,0.83,4.94,0.66
7732,0.83,4.93,0.66
7733,0.83,4.92,0.66
7734,0.83,4.9,0.66
7735,0.83,4.9,0.66
7736,0.82,4.86,0.64
7737,0.82,4.86,0.64
7738,0.82,4.88,0.64
7739,0.82,4.87,0.64
7740,0.82,4.89,0.64
7741,0.82,4.9,0.64
7742,0.82,4.9,0.64
7743,0.82,4.9,0.64
7744,0.82,4.89,0.64
7745,0.82,4.87,0.64
7746,0.81,4.86,0.62
7747,0.81,4.86,0.62
7748,0.81,4.86,0.62
7749,0.8,4.85,0.6
7750,0.8,4.85,0.6
7751,0.79,4.84,0.58
7752,0.79,4.82,0.58
7753,0.79,4.82,0.58
7754,0.8,4.86,0.6
7755,0.8,4.88,0.6
7756,0.81,4.89,0.62
7757,0.81,4.88,0.62
7758,0.81,4.88,0.62
7759,0.81,4.86,0.62
7760,0.81,4.85,0.62
7761,0.81,4.85,0.62
7762,0.81,4.85,0.62
7763,0.81,4.85,0.62
7764,0.81,4.85,0.62
7765,0.81,4.84,0.62
7766,0.81,4.84,0.62
7767,0.81,4.85,0.62
7768,0.8,4.87,0.6
7769,0.8,4.87,0.6
7770,0.8,4.89,0.6
7771,0.79,4.85,0.58
7772,0.79,4.85,0.58
7773,0.79,4.87,0.58
7774,0.8,4.9,0.6
7775,0.8,4.89,0.6
7776,0.81,4.91,0.62
7777,0.82,4.95,0.64
7778,0.82,4.95,0.64
7779,0.83,4.99,0.66
7780,0.83,4.99,0.66
7781,0.83,4.99,0.66
7782,0.84,5,0.68
7783,0.84,5,0.68
7784,0.83,4.99,0.66
7785,0.84,5.02,0.68
7786,0.84,5.04,0.68
7787,0.84,5.08,0.68
7788,0.85,5.11,0.7
7789,0.85,5.11,0.7
7790,0.85,5.11,0.7
7791,0.85,5.11,0.7
7792,0.85,5.11,0.7
7793,0.85,5.11,0.7
7794,0.85,5.12,0.7
7795,0.85,5.12,0.7
7796,0.85,5.13,0.7
7797,0.86,5.14,0.72
7798,0.87,5.17,0.74
7799,0.87,5.19,0.74
7800,0.86,5.18,0.72
7801,0.85,5.16,0.7
7802,0.86,5.17,0.72
7803,0.87,5.21,0.74
7804,0.87,5.21,0.74
7805,0.87,5.17,0.74
7806,0.87,5.19,0.74
7807,0.87,5.2,0.74
7808,0.87,5.22,0.74
7809,0.87,5.23,0.74
7810,0.87,5.23,0.74
7811,0.88,5.24,0.76
7812,0.89,5.28,0.78
7813,0.88,5.28,0.76
7814,0.87,5.25,0.74
7815,0.87,5.24,0.74
7816,0.87,5.24,0.74
7817,0.88,5.28,0.76
7818,0.88,5.27,0.76
7819,0.89,5.29,0.78
7820,0.89,5.3,0.78
7821,0.89,5.29,0.78
7822,0.88,5.27,0.76
7823,0.88,5.3,0.76
7824,0.88,5.3,0.76
7825,0.88,5.3,0.76
7826,0.88,5.3,0.76
7827,0.88,5.29,0.76
7828,0.88,5.29,0.76
7829,0.88,5.27,0.76
7830,0.88,5.28,0.76
7831,0.88,5.3,0.76
7832,0.87,5.29,0.74
7833,0.86,5.23,0.72
7834,0.86,5.24,0.72
7835,0.86,5.24,0.72
7836,0.87,5.28,0.74
7837,0.87,5.28,0.74
7838,0.87,5.26,0.74
7839,0.86,5.27,0.72
7840,0.86,5.26,0.72
7841,0.86,5.25,0.72
7842,0.86,5.24,0.72
7843,0.86,5.24,0.72
7844,0.86,5.27,0.72
7845,0.86,5.27,0.72
7846,0.86,5.24,0.72
7847,0.86,5.24,0.72
7848,0.86,5.25,0.72
7849,0.87,5.26,0.74
7850,0.87,5.28,0.74
7851,0.88,5.29,0.76
7852,0.88,5.29,0.76
7853,0.88,5.29,0.76
7854,0.88,5.28,0.76
7855,0.88,5.26,0.76
7856,0.88,5.26,0.76
7857,0.88,5.26,0.76
7858,0.88,5.26,0.76
7859,0.88,5.26,0.76
7860,0.88,5.3,0.76
7861,0.88,5.3,0.76
7862,0.88,5.3,0.76
7863,0.87,5.26,0.74
7864,0.87,5.26,0.74
7865,0.87,5.26,0.74
7866,0.87,5.26,0.74
7867,0.87,5.26,0.74
7868,0.88,5.25,0.76
7869,0.88,5.25,0.76
7870,0.87,5.2,0.74
7871,0.88,5.24,0.76
7872,0.88,5.24,0.76
7873,0.88,5.22,0.76
7874,0.88,5.22,0.76
7875,0.88,5.22,0.76
7876,0.88,5.23,0.76
7877,0.88,5.23,0.76
7878,0.88,5.23,0.76
7879,0.88,5.21,0.76
7880,0.88,5.23,0.76
7881,0.88,5.27,0.76
7882,0.88,5.27,0.76
7883,0.88,5.3,0.76
7884,0.89,5.35,0.78
7885,0.88,5.31,0.76
7886,0.88,5.28,0.76
7887,0.88,5.25,0.76
7888,0.88,5.25,0.76
7889,0.88,5.25,0.76
7890,0.88,5.27,0.76
7891,0.88,5.27,0.76
7892,0.88,5.27,0.76
7893,0.88,5.27,0.76
7894,0.87,5.22,0.74
7895,0.87,5.22,0.74
7896,0.87,5.22,0.74
7897,0.86,5.21,0.72
7898,0.86,5.19,0.72
7899,0.86,5.17,0.72
7900,0.87,5.18,0.74
7901,0.87,5.17,0.74
7902,0.87,5.17,0.74
7903,0.87,5.17,0.74
7904,0.87,5.17,0.74
7905,0.87,5.18,0.74
7906,0.87,5.16,0.74
7907,0.87,5.15,0.74
7908,0.87,5.19,0.74
7909,0.87,5.18,0.74
7910,0.87,5.18,0.74
7911,0.87,5.2,0.74
7912,0.87,5.2,0.74
7913,0.88,5.2,0.76
7914,0.89,5.22,0.78
7915,0.89,5.22,0.78
7916,0.89,5.22,0.78
7917,0.89,5.21,0.78
7918,0.89,5.21,0.78
7919,0.89,5.21,0.78
7920,0.89,5.2,0.78
7921,0.89,5.22,0.78
7922,0.9,5.24,0.8
7923,0.9,5.23,0.8
7924,0.89,5.19,0.78
7925,0.89,5.2,0.78
7926,0.89,5.2,0.78
7927,0.89,5.21,0.78
7928,0.89,5.21,0.78
7929,0.89,5.21,0.78
7930,0.89,5.2,0.78
7931,0.89,5.21,0.78
7932,0.9,5.22,0.8
7933,0.91,5.26,0.82
7934,0.91,5.25,0.82
7935,0.91,5.25,0.82
7936,0.91,5.25,0.82
7937,0.91,5.25,0.82
7938,0.91,5.25,0.82
7939,0.92,5.24,0.84
7940,0.92,5.23,0.84
7941,0.92,5.23,0.84
7942,0.92,5.23,0.84
7943,0.92,5.26,0.84
7944,0.91,5.22,0.82
7945,0.91,5.22,0.82
7946,0.92,5.27,0.84
7947,0.92,5.27,0.84
7948,0.92,5.26,0.84
7949,0.92,5.28,0.84
7950,0.92,5.26,0.84
7951,0.92,5.26,0.84
7952,0.92,5.26,0.84
7953,0.92,5.3,0.84
7954,0.92,5.3,0.84
7955,0.92,5.32,0.84
7956,0.92,5.32,0.84
7957,0.92,5.32,0.84
7958,0.92,5.32,0.84
7959,0.92,5.35,0.84
7960,0.92,5.38,0.84
7961,0.92,5.38,0.84
7962,0.91,5.36,0.82
7963,0.92,5.4,0.84
7964,0.92,5.42,0.84
7965,0.91,5.41,0.82
7966,0.91,5.41,0.82
7967,0.9,5.38,0.8
7968,0.9,5.37,0.8
7969,0.9,5.39,0.8
7970,0.91,5.42,0.82
7971,0.9,5.39,0.8
7972,0.9,5.4,0.8
7973,0.9,5.4,0.8
7974,0.9,5.4,0.8
7975,0.9,5.4,0.8
7976,0.9,5.39,0.8
7977,0.9,5.39,0.8
7978,0.9,5.39,0.8
7979,0.9,5.39,0.8
7980,0.9,5.37,0.8
7981,0.9,5.33,0.8
7982,0.9,5.33,0.8
7983,0.9,5.3,0.8
7984,0.9,5.28,0.8
7985,0.91,5.32,0.82
7986,0.91,5.32,0.82
7987,0.91,5.31,0.82
7988,0.91,5.31,0.82
7989,0.91,5.31,0.82
7990,0.91,5.29,0.82
7991,0.91,5.29,0.82
7992,0.91,5.29,0.82
7993,0.91,5.31,0.82
7994,0.92,5.37,0.84
7995,0.92,5.37,0.84
7996,0.92,5.36,0.84
7997,0.93,5.38,0.86
7998,0.93,5.38,0.86
7999,0.93,5.38,0.86
8000,0.93,5.38,0.86
8001,0.94,5.41,0.88
8002,0.94,5.41,0.88
8003,0.94,5.41,0.88
8004,0.94,5.41,0.88
8005,0.94,5.41,0.88
8006,0.94,5.45,0.88
8007,0.94,5.45,0.88
8008,0.93,5.42,0.86
8009,0.93,5.42,0.86
8010,0.93,5.42,0.86
8011,0.93,5.4,0.86
8012,0.93,5.4,0.86
8013,0.93,5.4,0.86
8014,0.93,5.4,0.86
8015,0.92,5.38,0.84
8016,0.92,5.38,0.84
8017,0.92,5.38,0.84
8018,0.92,5.4,0.84
8019,0.92,5.38,0.84
8020,0.92,5.39,0.84
8021,0.91,5.35,0.82
8022,0.91,5.35,0.82
8023,0.91,5.33,0.82
8024,0.92,5.37,0.84
8025,0.92,5.36,0.84
8026,0.92,5.36,0.84
8027,0.92,5.35,0.84
8028,0.92,5.35,0.84
8029,0.92,5.35,0.84
8030,0.92,5.35,0.84
8031,0.91,5.29,0.82
8032,0.91,5.29,0.82
8033,0.91,5.29,0.82
8034,0.91,5.29,0.82
8035,0.91,5.3,0.82
8036,0.91,5.3,0.82
8037,0.91,5.3,0.82
8038,0.91,5.3,0.82
8039,0.91,5.3,0.82
8040,0.91,5.32,0.82
8041,0.91,5.34,0.82
8042,0.9,5.33,0.8
8043,0.9,5.3,0.8
8044,0.91,5.31,0.82
8045,0.91,5.31,0.82
8046,0.91,5.3,0.82
8047,0.91,5.3,0.82
8048,0.91,5.3,0.82
8049,0.91,5.28,0.82
8050,0.91,5.3,0.82
8051,0.91,5.31,0.82
8052,0.91,5.33,0.82
8053,0.91,5.29,0.82
8054,0.91,5.31,0.82
8055,0.9,5.27,0.8
8056,0.9,5.27,0.8
8057,0.9,5.29,0.8
8058,0.9,5.29,0.8
8059,0.9,5.27,0.8
8060,0.89,5.17,0.78
8061,0.89,5.17,0.78
8062,0.9,5.21,0.8
8063,0.9,5.21,0.8
8064,0.9,5.21,0.8
8065,0.91,5.24,0.82
8066,0.91,5.26,0.82
8067,0.91,5.25,0.82
8068,0.91,5.25,0.82
8069,0.91,5.25,0.82
8070,0.91,5.25,0.82
8071,0.92,5.29,0.84
8072,0.92,5.28,0.84
8073,0.92,5.28,0.84
8074,0.92,5.28,0.84
8075,0.92,5.29,0.84
8076,0.92,5.29,0.84
8077,0.92,5.3,0.84
8078,0.92,5.32,0.84
8079,0.92,5.32,0.84
8080,0.92,5.32,0.84
8081,0.92,5.32,0.84
8082,0.91,5.28,0.82
8083,0.91,5.32,0.82
8084,0.91,5.3,0.82
8085,0.91,5.3,0.82
8086,0.91,5.3,0.82
8087,0.91,5.3,0.82
8088,0.91,5.32,0.82
8089,0.91,5.32,0.82
8090,0.91,5.32,0.82
8091,0.91,5.32,0.82
8092,0.91,5.32,0.82
8093,0.91,5.32,0.82
8094,0.91,5.32,0.82
8095,0.91,5.32,0.82
8096,0.91,5.32,0.82
8097,0.91,5.31,0.82
8098,0.91,5.31,0.82
8099,0.91,5.32,0.82
8100,0.91,5.32,0.82
8101,0.91,5.36,0.82
8102,0.91,5.36,0.82
8103,0.91,5.36,0.82
8104,0.91,5.37,0.82
8105,0.91,5.36,0.82
8106,0.91,5.32,0.82
8107,0.91,5.32,0.82
8108,0.92,5.29,0.84
8109,0.92,5.29,0.84
8110,0.92,5.29,0.84
8111,0.92,5.29,0.84
8112,0.92,5.3,0.84
8113,0.92,5.3,0.84
8114,0.92,5.3,0.84
8115,0.93,5.32,0.86
8116,0.92,5.31,0.84
8117,0.92,5.31,0.84
8118,0.92,5.32,0.84
8119,0.92,5.32,0.84
8120,0.92,5.31,0.84
8121,0.93,5.33,0.86
8122,0.93,5.34,0.86
8123,0.93,5.34,0.86
8124,0.93,5.34,0.86
8125,0.92,5.3,0.84
8126,0.91,5.26,0.82
8127,0.91,5.27,0.82
8128,0.9,5.26,0.8
8129,0.9,5.26,0.8
8130,0.9,5.26,0.8
8131,0.91,5.29,0.82
8132,0.91,5.29,0.82
8133,0.91,5.3,0.82
8134,0.91,5.3,0.82
8135,0.91,5.29,0.82
8136,0.91,5.31,0.82
8137,0.91,5.31,0.82
8138,0.91,5.31,0.82
8139,0.91,5.31,0.82
8140,0.9,5.26,0.8
8141,0.89,5.25,0.78
8142,0.9,5.26,0.8
8143,0.9,5.26,0.8
8144,0.9,5.28,0.8
8145,0.9,5.28,0.8
8146,0.9,5.28,0.8
8147,0.9,5.28,0.8
8148,0.9,5.29,0.8
8149,0.9,5.29,0.8
8150,0.9,5.27,0.8
8151,0.9,5.29,0.8
8152,0.9,5.27,0.8
8153,0.9,5.27,0.8
8154,0.89,5.22,0.78
8155,0.9,5.24,0.8
8156,0.9,5.24,0.8
8157,0.9,5.22,0.8
8158,0.9,5.22,0.8
8159,0.9,5.22,0.8
8160,0.91,5.28,0.82
8161,0.91,5.28,0.82
8162,0.91,5.28,0.82
8163,0.91,5.28,0.82
8164,0.91,5.26,0.82
8165,0.91,5.24,0.82
8166,0.91,5.22,0.82
8167,0.92,5.25,0.84
8168,0.92,5.25,0.84
8169,0.92,5.23,0.84
8170,0.92,5.23,0.84
8171,0.92,5.22,0.84
8172,0.92,5.25,0.84
8173,0.92,5.25,0.84
8174,0.92,5.25,0.84
8175,0.92,5.27,0.84
8176,0.92,5.27,0.84
8177,0.92,5.26,0.84
8178,0.92,5.24,0.84
8179,0.92,5.25,0.84
8180,0.92,5.26,0.84
8181,0.92,5.26,0.84
8182,0.92,5.27,0.84
8183,0.92,5.23,0.84
8184,0.92,5.23,0.84
8185,0.91,5.2,0.82
8186,0.91,5.2,0.82
8187,0.91,5.2,0.82
8188,0.91,5.18,0.82
8189,0.91,5.18,0.82
8190,0.91,5.18,0.82
8191,0.91,5.18,0.82
8192,0.9,5.15,0.8
8193,0.9,5.13,0.8
8194,0.9,5.13,0.8
8195,0.9,5.13,0.8
8196,0.9,5.13,0.8
8197,0.9,5.13,0.8
8198,0.9,5.13,0.8
8199,0.9,5.12,0.8
8200,0.9,5.12,0.8
8201,0.9,5.08,0.8
8202,0.9,5.08,0.8
8203,0.9,5.08,0.8
8204,0.9,5.07,0.8
8205,0.9,5.09,0.8
8206,0.9,5.09,0.8
8207,0.9,5.11,0.8
8208,0.9,5.11,0.8
8209,0.9,5.11,0.8
8210,0.9,5.11,0.8
8211,0.89,5.09,0.78
8212,0.88,5.06,0.76
8213,0.87,5.06,0.74
8214,0.87,5.07,0.74
8215,0.87,5.07,0.74
8216,0.88,5.1,0.76
8217,0.88,5.1,0.76
8218,0.88,5.11,0.76
8219,0.88,5.11,0.76
8220,0.88,5.11,0.76
8221,0.88,5.11,0.76
8222,0.88,5.1,0.76
8223,0.88,5.1,0.76
8224,0.88,5.12,0.76
8225,0.89,5.17,0.78
8226,0.9,5.21,0.8
8227,0.9,5.21,0.8
8228,0.91,5.22,0.82
8229,0.91,5.24,0.82
8230,0.91,5.26,0.82
8231,0.91,5.26,0.82
8232,0.91,5.26,0.82
8233,0.91,5.25,0.82
8234,0.91,5.25,0.82
8235,0.91,5.25,0.82
8236,0.91,5.23,0.82
8237,0.91,5.23,0.82
8238,0.9,5.19,0.8
8239,0.9,5.2,0.8
8240,0.91,5.23,0.82
8241,0.92,5.22,0.84
8242,0.92,5.25,0.84
8243,0.92,5.25,0.84
8244,0.92,5.23,0.84
8245,0.92,5.23,0.84
8246,0.92,5.24,0.84
8247,0.92,5.24,0.84
8248,0.92,5.23,0.84
8249,0.92,5.23,0.84
8250,0.92,5.23,0.84
8251,0.92,5.2,0.84
8252,0.92,5.21,0.84
8253,0.92,5.21,0.84
8254,0.93,5.24,0.86
8255,0.93,5.26,0.86
8256,0.93,5.26,0.86
8257,0.93,5.26,0.86
8258,0.93,5.27,0.86
8259,0.93,5.27,0.86
8260,0.93,5.26,0.86
8261,0.93,5.26,0.86
8262,0.93,5.24,0.86
8263,0.93,5.24,0.86
8264,0.93,5.24,0.86
8265,0.93,5.24,0.86
8266,0.93,5.25,0.86
8267,0.93,5.25,0.86
8268,0.93,5.25,0.86
8269,0.93,5.25,0.86
8270,0.93,5.25,0.86
8271,0.93,5.25,0.86
8272,0.93,5.22,0.86
8273,0.93,5.22,0.86
8274,0.93,5.22,0.86
8275,0.93,5.21,0.86
8276,0.93,5.23,0.86
8277,0.93,5.24,0.86
8278,0.93,5.25,0.86
8279,0.93,5.26,0.86
8280,0.93,5.25,0.86
8281,0.92,5.21,0.84
8282,0.93,5.24,0.86
8283,0.93,5.24,0.86
8284,0.93,5.24,0.86
8285,0.94,5.27,0.88
8286,0.94,5.27,0.88
8287,0.94,5.28,0.88
8288,0.94,5.28,0.88
8289,0.94,5.33,0.88
8290,0.94,5.33,0.88
8291,0.94,5.35,0.88
8292,0.94,5.34,0.88
8293,0.94,5.34,0.88
8294,0.94,5.34,0.88
8295,0.94,5.34,0.88
8296,0.94,5.35,0.88
8297,0.94,5.37,0.88
8298,0.94,5.37,0.88
8299,0.94,5.38,0.88
8300,0.94,5.4,0.88
8301,0.94,5.4,0.88
8302,0.94,5.4,0.88
8303,0.94,5.41,0.88
8304,0.93,5.38,0.86
8305,0.93,5.36,0.86
8306,0.93,5.36,0.86
8307,0.92,5.32,0.84
8308,0.92,5.34,0.84
8309,0.92,5.34,0.84
8310,0.92,5.34,0.84
8311,0.93,5.36,0.86
8312,0.94,5.4,0.88
8313,0.95,5.4,0.9
8314,0.95,5.39,0.9
8315,0.95,5.4,0.9
8316,0.95,5.38,0.9
8317,0.95,5.38,0.9
8318,0.95,5.35,0.9
8319,0.95,5.35,0.9
8320,0.95,5.35,0.9
8321,0.95,5.35,0.9
8322,0.95,5.35,0.9
8323,0.95,5.35,0.9
8324,0.94,5.33,0.88
8325,0.94,5.32,0.88
8326,0.94,5.32,0.88
8327,0.94,5.31,0.88
8328,0.94,5.31,0.88
8329,0.94,5.29,0.88
8330,0.94,5.27,0.88
8331,0.94,5.28,0.88
8332,0.94,5.3,0.88
8333,0.94,5.3,0.88
8334,0.94,5.3,0.88
8335,0.94,5.32,0.88
8336,0.94,5.32,0.88
8337,0.93,5.28,0.86
8338,0.94,5.33,0.88
8339,0.94,5.32,0.88
8340,0.94,5.32,0.88
8341,0.94,5.32,0.88
8342,0.94,5.29,0.88
8343,0.94,5.29,0.88
8344,0.94,5.29,0.88
8345,0.94,5.29,0.88
8346,0.94,5.28,0.88
8347,0.94,5.28,0.88
8348,0.94,5.28,0.88
8349,0.93,5.26,0.86
8350,0.93,5.26,0.86
8351,0.93,5.26,0.86
8352,0.92,5.24,0.84
8353,0.92,5.24,0.84
8354,0.92,5.24,0.84
8355,0.91,5.19,0.82
8356,0.91,5.19,0.82
8357,0.9,5.18,0.8
8358,0.9,5.17,0.8
8359,0.9,5.17,0.8
8360,0.9,5.15,0.8
8361,0.89,5.13,0.78
8362,0.89,5.13,0.78
8363,0.89,5.15,0.78
8364,0.89,5.15,0.78
8365,0.89,5.15,0.78
8366,0.89,5.14,0.78
8367,0.89,5.15,0.78
8368,0.89,5.15,0.78
8369,0.89,5.15,0.78
8370,0.89,5.15,0.78
8371,0.89,5.15,0.78
8372,0.89,5.15,0.78
8373,0.89,5.15,0.78
8374,0.89,5.15,0.78
8375,0.89,5.13,0.78
8376,0.89,5.12,0.78
8377,0.89,5.13,0.78
8378,0.89,5.14,0.78
8379,0.89,5.12,0.78
8380,0.89,5.13,0.78
8381,0.9,5.17,0.8
8382,0.9,5.17,0.8
8383,0.89,5.16,0.78
8384,0.89,5.16,0.78
8385,0.89,5.16,0.78
8386,0.89,5.18,0.78
8387,0.89,5.19,0.78
8388,0.89,5.19,0.78
8389,0.89,5.15,0.78
8390,0.89,5.17,0.78
8391,0.89,5.15,0.78
8392,0.9,5.19,0.8
8393,0.9,5.19,0.8
8394,0.9,5.17,0.8
8395,0.9,5.17,0.8
8396,0.9,5.16,0.8
8397,0.9,5.14,0.8
8398,0.9,5.15,0.8
8399,0.9,5.14,0.8
8400,0.9,5.17,0.8
8401,0.9,5.17,0.8
8402,0.9,5.17,0.8
8403,0.9,5.18,0.8
8404,0.91,5.21,0.82
8405,0.91,5.21,0.82
8406,0.91,5.23,0.82
8407,0.92,5.27,0.84
8408,0.92,5.26,0.84
8409,0.92,5.26,0.84
8410,0.92,5.26,0.84
8411,0.92,5.26,0.84
8412,0.92,5.24,0.84
8413,0.91,5.21,0.82
8414,0.91,5.21,0.82
8415,0.91,5.2,0.82
8416,0.91,5.21,0.82
8417,0.91,5.21,0.82
8418,0.91,5.2,0.82
8419,0.91,5.21,0.82
8420,0.91,5.21,0.82
8421,0.91,5.21,0.82
8422,0.91,5.21,0.82
8423,0.91,5.21,0.82
8424,0.92,5.22,0.84
8425,0.92,5.24,0.84
8426,0.92,5.24,0.84
8427,0.92,5.26,0.84
8428,0.91,5.22,0.82
8429,0.91,5.22,0.82
8430,0.91,5.22,0.82
8431,0.91,5.21,0.82
8432,0.91,5.19,0.82
8433,0.9,5.15,0.8
8434,0.9,5.15,0.8
8435,0.9,5.13,0.8
8436,0.9,5.13,0.8
8437,0.9,5.14,0.8
8438,0.9,5.13,0.8
8439,0.9,5.13,0.8
8440,0.9,5.13,0.8
8441,0.9,5.13,0.8
8442,0.9,5.13,0.8
8443,0.9,5.14,0.8
8444,0.9,5.14,0.8
8445,0.9,5.14,0.8
8446,0.9,5.14,0.8
8447,0.9,5.14,0.8
8448,0.89,5.13,0.78
8449,0.9,5.15,0.8
8450,0.9,5.15,0.8
8451,0.9,5.17,0.8
8452,0.91,5.2,0.82
8453,0.91,5.2,0.82
8454,0.91,5.2,0.82
8455,0.92,5.23,0.84
8456,0.92,5.23,0.84
8457,0.93,5.24,0.86
8458,0.92,5.2,0.84
8459,0.92,5.19,0.84
8460,0.92,5.19,0.84
8461,0.93,5.21,0.86
8462,0.93,5.21,0.86
8463,0.93,5.2,0.86
8464,0.92,5.16,0.84
8465,0.92,5.16,0.84
8466,0.92,5.16,0.84
8467,0.92,5.15,0.84
8468,0.92,5.15,0.84
8469,0.92,5.15,0.84
8470,0.92,5.15,0.84
8471,0.92,5.15,0.84
8472,0.92,5.15,0.84
8473,0.92,5.15,0.84
8474,0.92,5.15,0.84
8475,0.92,5.15,0.84
8476,0.92,5.15,0.84
8477,0.92,5.13,0.84
8478,0.92,5.11,0.84
8479,0.91,5.1,0.82
8480,0.91,5.09,0.82
8481,0.91,5.09,0.82
8482,0.91,5.09,0.82
8483,0.92,5.1,0.84
8484,0.92,5.1,0.84
8485,0.92,5.1,0.84
8486,0.92,5.08,0.84
8487,0.92,5.06,0.84
8488,0.92,5.06,0.84
8489,0.92,5.05,0.84
8490,0.92,5.03,0.84
8491,0.92,5.03,0.84
8492,0.92,5.03,0.84
8493,0.92,5.03,0.84
8494,0.92,5.03,0.84
8495,0.92,5.03,0.84
8496,0.91,5.02,0.82
8497,0.91,5.02,0.82
8498,0.91,5.01,0.82
8499,0.91,5.03,0.82
8500,0.91,4.98,0.82
8501,0.91,4.98,0.82
8502,0.91,4.98,0.82
8503,0.91,4.96,0.82
8504,0.91,4.96,0.82
8505,0.91,4.98,0.82
8506,0.91,4.96,0.82
8507,0.91,4.94,0.82
8508,0.91,4.93,0.82
8509,0.91,4.93,0.82
8510,0.91,4.96,0.82
8511,0.91,4.96,0.82
8512,0.91,4.96,0.82
8513,0.92,4.99,0.84
8514,0.92,4.99,0.84
8515,0.92,4.99,0.84
8516,0.92,4.98,0.84
8517,0.92,5,0.84
8518,0.92,5.01,0.84
8519,0.92,5,0.84
8520,0.92,5.01,0.84
8521,0.92,5.01,0.84
8522,0.92,5.03,0.84
8523,0.92,5.03,0.84
8524,0.92,5.02,0.84
8525,0.92,5,0.84
8526,0.92,5,0.84
8527,0.92,5,0.84
8528,0.93,5.04,0.86
8529,0.93,5.05,0.86
8530,0.93,5.05,0.86
8531,0.93,5.05,0.86
8532,0.93,5.05,0.86
8533,0.94,5.09,0.88
8534,0.94,5.09,0.88
8535,0.94,5.09,0.88
8536,0.94,5.1,0.88
8537,0.95,5.13,0.9
8538,0.95,5.13,0.9
8539,0.94,5.12,0.88
8540,0.94,5.12,0.88
8541,0.94,5.14,0.88
8542,0.94,5.17,0.88
8543,0.94,5.16,0.88
8544,0.93,5.14,0.86
8545,0.93,5.18,0.86
8546,0.93,5.18,0.86
8547,0.93,5.18,0.86
8548,0.94,5.19,0.88
8549,0.94,5.19,0.88
8550,0.94,5.2,0.88
8551,0.94,5.2,0.88
8552,0.94,5.19,0.88
8553,0.94,5.2,0.88
8554,0.94,5.22,0.88
8555,0.94,5.23,0.88
8556,0.94,5.23,0.88
8557,0.94,5.23,0.88
8558,0.95,5.27,0.9
8559,0.94,5.24,0.88
8560,0.94,5.25,0.88
8561,0.94,5.25,0.88
8562,0.94,5.25,0.88
8563,0.94,5.24,0.88
8564,0.95,5.28,0.9
8565,0.94,5.28,0.88
8566,0.94,5.28,0.88
8567,0.94,5.3,0.88
8568,0.94,5.3,0.88
8569,0.94,5.3,0.88
8570,0.93,5.28,0.86
8571,0.93,5.28,0.86
8572,0.93,5.28,0.86
8573,0.93,5.28,0.86
8574,0.93,5.28,0.86
8575,0.93,5.28,0.86
8576,0.93,5.27,0.86
8577,0.93,5.27,0.86
8578,0.93,5.3,0.86
8579,0.94,5.32,0.88
8580,0.94,5.32,0.88
8581,0.94,5.32,0.88
8582,0.94,5.32,0.88
8583,0.94,5.32,0.88
8584,0.94,5.32,0.88
8585,0.94,5.32,0.88
8586,0.94,5.34,0.88
8587,0.94,5.34,0.88
8588,0.94,5.34,0.88
8589,0.94,5.34,0.88
8590,0.94,5.34,0.88
8591,0.94,5.34,0.88
8592,0.94,5.34,0.88
8593,0.94,5.34,0.88
8594,0.94,5.34,0.88
8595,0.94,5.36,0.88
8596,0.95,5.37,0.9
8597,0.95,5.37,0.9
8598,0.95,5.38,0.9
8599,0.95,5.37,0.9
8600,0.95,5.38,0.9
8601,0.95,5.38,0.9
8602,0.95,5.38,0.9
8603,0.95,5.38,0.9
8604,0.94,5.36,0.88
